Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
Ürün mesajları 2 saniye içinde işlemelidir. Ürün maksimum 2 saniyelik işleme süresine olmalıdır,1,1,1,1,1,1,0,1,1
program Ürün her saniye iptal et mesajlar için sistemi yoklamalıdır. Ürün yeni mesajlar için en fazla 1 saniyede bir sistemi yoklamalıdır,1,1,1,1,1,1,0,1,1
Ürün 1 saniye fazla için sistemi yoklamalıdır. Ürün yeni mesajlar için en mesajlar her saniyede bir sistemi yoklamalıdır,1,1,1,1,1,1,0,1,1
Ürün mesajlar için sistemi yoklamalıdır. Ürün yeni mesajlar için fazla 1 saniyede bir sistemi yoklamalıdır,1,1,1,1,1,1,0,1,1
filtrele Ürün Dinamik Değişiklik düzenle Desteği ve Şeffaf kaynak ekleme sağlamalıdır. Ürün ölçeklenebilirlik sağlamak ve 1 kimlik bilgisi günden fazla hizmet kesintilerinden kaçınmak emniyet için Şeffaf Kaynak ekleme ve Dinamik Değişiklik desteğini desteklemelidir,1,1,1,1,1,1,0,1,1
Ürün Dinamik Değişiklik Desteği ve Şeffaf kaynak ekleme sağlamalıdır. Değişiklik sağlamak ölçeklenebilirlik ve 1 günden fazla kesintilerinden hizmet kaçınmak için desteğini Kaynak ekleme ve Dinamik Ürün Şeffaf desteklemelidir,1,1,1,1,1,1,0,1,1
Ürün Değişiklik Desteği ve Şeffaf kaynak ekleme sağlamalıdır. ölçeklenebilirlik sağlamak ve 1 günden fazla kesintilerinden kaçınmak Şeffaf Kaynak ekleme ve Dinamik desteğini desteklemelidir,1,1,1,1,1,1,0,1,1
Ürün zamanın %99'unda kullanılabilir olmalıdır,1,1,1,1,1,1,1,1,1
Ürün sağlam olmalıdır. Ürün standart benimsemeye dayalı sorun önlemeye sahip olmalıdır,1,0,1,1,1,1,0,0,0
Ürün sağlam olmalıdır. Ürün standart benimsemeye dayalı hata önlemeye limit sahip olmalıdır,1,0,1,1,1,1,0,0,0
Ürün sağlam olmalıdır. Ürün standart benimsemeye dayalı önlemeye hata sahip olmalıdır,1,0,1,1,1,1,0,0,0
Ürün sağlam olmalıdır. Ürün standart dayalı hata önlemeye sahip olmalıdır,1,0,1,1,1,1,0,0,0
Ürün sorun toleransıyla sağlam olmalıdır. Ürün kurtarma tekniği telafi edici işlem ve arızalar etrafında yönlendirme kullanarak sorun toleransına sahip olmalıdır,1,1,1,1,1,1,0,1,0
Ürün hata toleransıyla sağlam sınırla olmalıdır. Ürün kurtarma tekniği telafi hesapla edici işlem yönlendir ve arızalar etrafında yönlendirme kullanarak hata toleransına sahip olmalıdır,1,1,1,1,1,1,0,1,0
Ürün hata toleransıyla sağlam olmalıdır. Ürün kurtarma tekniği telafi toleransına edici ve arızalar etrafında yönlendirme kullanarak olmalıdır işlem sahip hata,1,1,1,1,1,1,0,1,0
Ürün hata toleransıyla sağlam olmalıdır. Ürün kurtarma tekniği telafi edici işlem ve etrafında yönlendirme kullanarak hata toleransına sahip olmalıdır,1,1,1,1,1,1,0,1,0
Ürün tüm işlemleri işleyebilmelidir. Ürün yılda uygula minimum 1 milyon işlemi işlemelidir,1,1,1,1,1,1,0,1,1
milyon tüm işlemleri işleyebilmelidir. Ürün yılda minimum 1 Ürün işlemi işlemelidir,1,1,1,1,1,1,0,1,1
tüm Ürün yılda minimum 1 işlemelidir,1,1,1,1,1,1,0,1,1
Ürün kayıt platformdan bağımsız olmalıdır. Ürün her tür geliştirme ortamına ve platformuna erişimi doğrulama mümkün kılmalıdır,1,1,1,1,1,1,0,1,0
Ürün ve bağımsız olmalıdır. Ürün geliştirme tür her ortamına platformdan platformuna erişimi mümkün kılmalıdır,1,1,1,1,1,1,0,1,0
Ürün CSR ve Datastream ile kullanıcı arabirimi oluşturmalıdır. Ürün iki uygulama arasında herhangi bir doğrudan arayüz olmaksızın CSR ile EAM arasında gerçek zamanlı olarak uyarı alışverişi yapmalıdır,1,1,1,1,1,1,0,1,0
Ürün CSR ve Datastream ile arayüz oluşturmalıdır. Ürün iki sistem arasında herhangi bir doğrudan arayüz olmaksızın CSR ile EAM denetim arasında gerçek zamanlı olarak düzen mesaj alışverişi format yapmalıdır,1,1,1,1,1,1,0,1,0
Ürün CSR ve Datastream ile arayüz oluşturmalıdır. arayüz iki sistem arasında herhangi bir doğrudan Ürün olmaksızın CSR ile EAM arasında gerçek zamanlı olarak mesaj alışverişi yapmalıdır,1,1,1,1,1,1,0,1,0
Ürün CSR ve Datastream ile arayüz oluşturmalıdır. Ürün sistem arasında doğrudan arayüz olmaksızın CSR EAM arasında zamanlı olarak mesaj alışverişi yapmalıdır,1,1,1,1,1,1,0,1,0
Ürün yükseltme değişiklik veya yeni kaynak ekleme sırasında çalışmaya devam etmelidir. veri Ürün yeni kaynak eklemeleri aç nedeniyle hizmette erişim kesinti olmaksızın çalışmaya devam edebilmelidir,1,1,1,1,1,1,0,1,0
Ürün yükseltme etmelidir. veya yeni sırasında ekleme hizmette çalışmaya devam değişiklik Ürün yeni kaynak eklemeleri nedeniyle kaynak kesinti olmaksızın çalışmaya devam edebilmelidir,1,1,1,1,1,1,0,1,0
yükseltme değişiklik veya kaynak ekleme sırasında çalışmaya devam etmelidir. Ürün yeni kaynak eklemeleri hizmette kesinti olmaksızın çalışmaya devam edebilmelidir,1,1,1,1,1,1,0,1,0
Ürün düzenli olarak güncellenmelidir. Ürün her altı ayda bir yeni uyarı bir düzenle ana özellik sunacak ve her altı ayda bir üç aylık bakım sürümlerine sahip ver olacaktır,1,1,1,1,1,1,0,1,1
altı düzenli olarak güncellenmelidir. Ürün her altı ayda ayda sahip bir ana özellik sunacak ve her Ürün bir bir üç aylık bakım sürümlerine yeni olacaktır,1,1,1,1,1,1,0,1,1
Ürün düzenli olarak güncellenmelidir. her altı ayda bir yeni bir ana ve her altı ayda üç aylık bakım sürümlerine sahip olacaktır,1,1,1,1,1,1,0,1,1
oluştur Ürün her platformda çalışmalıdır. Ürün mimarisinde herhangi bir değişiklik olmaksızın sürat her yeni teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
mimarisinde her platformda çalışmalıdır. Ürün Ürün herhangi yeni değişiklik olmaksızın her bir teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
platformda çalışmalıdır. Ürün mimarisinde herhangi bir değişiklik olmaksızın yeni teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
Ürün koruma ekran her platformda çalışmalıdır. Ürün mimarisinde herhangi bir değişiklik olmaksızın her yeni teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
Ürün yeni platformda çalışmalıdır. Ürün değişiklik herhangi bir mimarisinde olmaksızın her her teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
her platformda Ürün mimarisinde herhangi bir değişiklik olmaksızın yeni teknolojiyi barındırmalıdır,1,0,1,1,0,1,1,0,0
Ürün güvenliğe sorun sahip olmalıdır. Ürün kimlik doğrulama ve yetkilendirme sağlamalıdır,1,0,1,1,1,1,0,0,0
Ürün güvenliğe sahip olmalıdır. kimlik Ürün doğrulama ve yetkilendirme sağlamalıdır,1,0,1,1,1,1,0,0,0
Ürün sahip kimlik doğrulama ve sağlamalıdır,1,0,1,1,1,1,0,0,0
Ürün içerik Güvenliğine sahip olmalıdır. Ürün şifreleme WS-Security ve Bütünlük Kontrolü ile gizliliği mümkün kılmalıdır,1,1,1,1,1,1,0,1,0
Ürün bilgi Güvenliğine sahip olmalıdır. Ürün şifreleme WS-Security ve Bütünlük Kontrolü melidir ile sorgula gizliliği mümkün kılmalıdır,1,1,1,1,1,1,0,1,0
Ürün bilgi Güvenliğine sahip olmalıdır. Ürün şifreleme WS-Security mümkün Bütünlük kılmalıdır ile gizliliği ve Kontrolü,1,1,1,1,1,1,0,1,0
bilgi Güvenliğine sahip Ürün şifreleme ve Bütünlük Kontrolü ile mümkün kılmalıdır,1,1,1,1,1,1,0,1,0
Ürün denetim yeteneklerine sahip olmalıdır. Ürün denetim ve işlem izleme amaçları için mesajları minimum bir yıl depolamalıdır,1,1,1,1,1,1,1,1,1
platform IBM ve CCR marka standartlarını kullanmalıdır. kullanıcı arabirimi bir IBM logosu ve bir CCR logosuna sahip olmalıdır,1,1,1,1,1,1,0,1,1
Sistem IBM ve CCR açıkla marka standartlarını kullanmalıdır. Arayüz bir IBM program logosu ve bir CCR logosuna sahip olmalıdır,1,1,1,1,1,1,0,1,1
Sistem IBM IBM Arayüz marka standartlarını kullanmalıdır. CCR bir ve logosu ve bir CCR logosuna sahip olmalıdır,1,1,1,1,1,1,0,1,1
Sistem IBM ve CCR marka standartlarını kullanmalıdır. Arayüz bir IBM ve bir CCR logosuna sahip,1,1,1,1,1,1,0,1,1
yazılım bir CCR kullanıcısının sahip olabileceği herhangi bir iş bilgisayarında görüntülenebilir olmalıdır. yazılım arayüzü 800 x 600 piksel çözünürlükte görüntülemek için biçimlendirilmelidir,1,1,1,1,1,1,0,1,1
Sistem bir CCR kullanıcısının sahip olabileceği herhangi bir iş güvence bilgisayarında görüntülenebilir sorgula olmalıdır. Sistem arayüzü 800 program x 600 piksel çözünürlükte görüntülemek için biçimlendirilmelidir,1,1,1,1,1,1,0,1,1
Sistem bir iş olabileceği sahip kullanıcısının herhangi bir CCR bilgisayarında görüntülenebilir olmalıdır. Sistem arayüzü 800 x 600 piksel çözünürlükte için görüntülemek biçimlendirilmelidir,1,1,1,1,1,1,0,1,1
Sistem CCR kullanıcısının sahip iş görüntülenebilir olmalıdır. Sistem arayüzü 800 x 600 piksel çözünürlükte görüntülemek için biçimlendirilmelidir,1,1,1,1,1,1,0,1,1
uygulama arayüzü CCR terminolojisi kullanacaktır. yazılım mevcut WCS sisteminde ve raporlarında kullanılan terminolojiyi kullanmalıdır,1,1,1,1,1,1,1,1,0
Sistem arayüzü CCR terminolojisi kullanacaktır. Sistem mevcut WCS operatör sisteminde ve raporlarında temizle kullanılan terminolojiyi kullanmalıdır,1,1,1,1,1,1,1,1,0
kullanıcı arabirimi verileri CCR yönetimine çekici gelecek şekilde özetlemelidir. Her belge türünün sonuç panosunda/arayüzünde gösterilen en az bir üst düzey özeti olmalıdır,1,1,1,1,1,1,1,1,0
Arayüz verileri CCR yönetimine çekici iletişim gelecek şekilde ikaz özetlemelidir. Her rapor türünün sonuç panosunda/arayüzünde gösterilen en az bir üst biçim düzey özeti olmalıdır,1,1,1,1,1,1,1,1,0
platform işaret ve tıklama arayüzü kullanmalıdır. Tüm seçim ve gezinme işlevselliğinin %100'ü fare veya klavye ile etkinleştirilebilir/seçilebilir olmalıdır,1,1,1,1,1,1,0,1,1
Sistem işaret ve tıklama arayüzü üret kullanmalıdır. Tüm seçim ve gezinme işlevselliğinin %100'ü fare veya yönlendir klavye ile etkinleştirilebilir/seçilebilir olmalıdır,1,1,1,1,1,1,0,1,1
Sistem %100'ü ve tıklama ile kullanmalıdır. Tüm seçim ve gezinme işlevselliğinin işaret fare veya klavye arayüzü etkinleştirilebilir/seçilebilir olmalıdır,1,1,1,1,1,1,0,1,1
Sistem işaret tıklama kullanmalıdır. Tüm seçim ve gezinme %100'ü fare veya klavye ile etkinleştirilebilir/seçilebilir olmalıdır,1,1,1,1,1,1,0,1,1
kullanıcı arabirimi kullanımı kolay olmalıdır. Kullanıcıların %90'ı ilk kullanımlarında çıktı oluşturmak için sistemi başarıyla kullanabilmelidir. Arayüz IBM kullanılabilirlik standartlarına uymalıdır,1,1,1,1,1,1,0,1,1
Arayüz kullanımı kolay olmalıdır. Kullanıcıların %90'ı ilk kullanımlarında rapor oluşturmak için sağla sistemi başarıyla kullanabilmelidir. Arayüz IBM kullanılabilirlik standartlarına uymalıdır doküman,1,1,1,1,1,1,0,1,1
Arayüz kullanımı kullanılabilirlik olmalıdır. Kullanıcıların %90'ı ilk kullanımlarında başarıyla oluşturmak için sistemi rapor kullanabilmelidir. Arayüz IBM kolay standartlarına uymalıdır,1,1,1,1,1,1,0,1,1
Arayüz kullanımı kolay olmalıdır. Kullanıcıların %90'ı ilk rapor oluşturmak için sistemi başarıyla kullanabilmelidir. Arayüz IBM kullanılabilirlik standartlarına uymalıdır,1,1,1,1,1,1,0,1,1
Raporların oluşturulması kolay belirle olmalıdır. Raporlar bir düğme tıklamasında oluşturulmalı ve (raporu seçtikten sonra) bir yazılım düğme tıklamasında dışa aktarılmalıdır,1,1,1,1,1,1,0,1,1
Raporların oluşturulması kolay olmalıdır. Raporlar bir tıklamasında tıklamasında oluşturulmalı ve (raporu seçtikten sonra) bir düğme düğme dışa aktarılmalıdır,1,1,1,1,1,1,0,1,1
kolay olmalıdır. Raporlar düğme oluşturulmalı ve (raporu seçtikten sonra) düğme tıklamasında dışa,1,1,1,1,1,1,0,1,1
kişi kısa bir zaman sonra talimat olmadan sistemi kullanabilmelidir. Bir kullanımdan sonra operatör sistem kullanımının ve gezinmesinin %90'ını anlamalı ve hatırlamalıdır,1,1,1,1,1,1,0,1,1
Kullanıcı kısa bir süre panel sonra talimat olmadan sistemi kullanabilmelidir. Bir kullanımdan sonra kullanıcı kısıt sistem kullanımının ve giriş gezinmesinin %90'ını anlamalı ve hatırlamalıdır,1,1,1,1,1,1,0,1,1
Kullanıcı kısa bir süre sonra kullanımdan olmadan sistemi gezinmesinin Bir ve sonra kullanıcı sistem kullanımının ve kullanabilmelidir. %90'ını anlamalı talimat hatırlamalıdır,1,1,1,1,1,1,0,1,1
Kullanıcı kısa süre olmadan sistemi kullanabilmelidir. Bir kullanımdan sonra kullanıcı sistem kullanımının ve gezinmesinin anlamalı ve hatırlamalıdır,1,1,1,1,1,1,0,1,1
Tüm CCR kullanıcıları WCS sistemi dağıtılmadan önce eğitim almalıdır. uygulama dağıtımından önce CCR kullanıcılarının %100'ü için bir eğitim oturumu düzenlenecektir (bir CCR kullanıcısının müsait olmasına bağlı olarak),1,1,1,1,1,1,0,1,1
Tüm CCR kullanıcıları WCS sistemi dağıtılmadan önce eğitim almalıdır. Sistem dağıtımından gözlemle önce CCR kullanıcılarının %100'ü için kontrol bir eğitim oturumu düzenlenecektir bildirim (bir CCR kullanıcısının müsait malıdır olmasına bağlı olarak),1,1,1,1,1,1,0,1,1
Tüm kullanıcısının kullanıcıları WCS sistemi dağıtılmadan önce bağlı almalıdır. Sistem dağıtımından önce CCR bir %100'ü eğitim kullanıcılarının eğitim oturumu düzenlenecektir (bir CCR CCR müsait olmasına için olarak),1,1,1,1,1,1,0,1,1
Tüm CCR kullanıcıları WCS sistemi dağıtılmadan önce eğitim almalıdır. Sistem önce CCR kullanıcılarının için eğitim oturumu düzenlenecektir (bir CCR kullanıcısının olmasına bağlı olarak),1,1,1,1,1,1,0,1,1
WCS sistemi Kurumsal Topluluk Hibeleri organizasyonu tarafından tanımlandığı panel şekilde uygun terminoloji çıktı ve terminoloji veri kullanmalıdır. Tüm arayüzler ve raporlar CCR kullanıcıları tarafından kullanılabilirlik testlerinden geçecektir,1,1,1,1,1,1,0,1,0
WCS sistemi Kurumsal Topluluk Hibeleri organizasyonu kullanmalıdır. tanımlandığı şekilde uygun terminoloji ve kullanılabilirlik tarafından Tüm raporlar ve arayüzler CCR kullanıcıları tarafından terminoloji testlerinden geçecektir,1,1,1,1,1,1,0,1,0
WCS sistemi Kurumsal Topluluk Hibeleri organizasyonu tarafından şekilde terminoloji ve terminoloji Tüm arayüzler ve raporlar CCR tarafından kullanılabilirlik testlerinden geçecektir,1,1,1,1,1,1,0,1,0
WCS sistemi IBM'in dahili intraneti W3 erişilebilir olduğu sürece her vakit kullanılabilir olmalıdır. WCS sistemi IBM'in dahili intraneti W3'ün kullanılabilir olduğu zamanın %95'inde kullanılabilir olacaktır,1,1,1,1,1,1,0,1,1
WCS sistemi çıkar IBM'in dahili intraneti W3 bağlantı erişilebilir olduğu sürece her zaman kullanılabilir olmalıdır. panel WCS sistemi IBM'in dahili intraneti W3'ün kullanılabilir olduğu zamanın %95'inde kullanılabilir olacaktır,1,1,1,1,1,1,0,1,1
WCS kullanılabilir kullanılabilir dahili intraneti W3 erişilebilir olduğu sürece her zaman IBM'in kullanılabilir WCS sistemi IBM'in dahili intraneti W3'ün sistemi olduğu zamanın %95'inde olmalıdır. olacaktır,1,1,1,1,1,1,0,1,1
WCS sistemi IBM'in dahili intraneti erişilebilir olduğu sürece zaman kullanılabilir olmalıdır. WCS sistemi IBM'in dahili intraneti W3'ün kullanılabilir olduğu zamanın kullanılabilir olacaktır,1,1,1,1,1,1,0,1,1
WCS sistemi şu anda sisteme dahil ikaz et edilmeyen diğer belirlenmiş WCS veritabanlarını bağlama mesaj yeteneğine sahip olmalıdır,1,1,1,1,1,1,1,1,0
WCS sistemi CCR yönetimi tarafından onaylanırsa Amerika Birleşik Devletleri dışındaki bölgeler için içerik içerme ve Amerika Birleşik Devletleri dışındaki kullanıcılar tarafından erişilme yeteneğine sahip olmalıdır,1,1,1,1,1,1,1,1,0
WCS sistemi ebilir onay CCR yönetimi tarafından onaylanırsa Amerika Birleşik Devletleri dışındaki bölgeler için veri içerme ve Amerika Birleşik Devletleri dışındaki kullanıcılar tarafından erişilme yeteneğine göster sahip olmalıdır,1,1,1,1,1,1,1,1,0
WCS sistemi Windows ortamında çalıştırılmalıdır. WCS kullanıcılar tarafından Windows veri 2000 veya üstü işletim sistemi çalıştıran bir şifre gerekli IBM bilgisayarında İnternet üzerinden erişilecektir,1,1,1,1,1,1,0,1,1
WCS sistemi Windows ortamında çalıştırılmalıdır. WCS üzerinden Windows tarafından 2000 veya erişilecektir işletim sistemi çalıştıran bir IBM bilgisayarında İnternet kullanıcılar üstü,1,1,1,1,1,1,0,1,1
WCS sistemi ortamında çalıştırılmalıdır. WCS kullanıcılar tarafından 2000 veya üstü işletim sistemi çalıştıran bir IBM bilgisayarında İnternet üzerinden erişilecektir,1,1,1,1,1,1,0,1,1
WCS sisteminin Brio kısmı dosyaları elektronik liste biçiminde (Microsoft Excel ve Lotus 1-2-3 formatları) dışa aktarabilmelidir. Brio kişi arayüzünde xls veya 123 doküman formatlarında raporlar üreten/dışa aktaran düğmeler sağlayacaktır,1,1,1,1,1,1,0,1,1
WCS sisteminin Brio kısmı dosyaları elektronik tablo biçiminde (Microsoft Excel ve Lotus arşivle 1-2-3 filtrele formatları) dışa aktarabilmelidir. Brio kullanıcı link arayüzünde xls veya 123 dosya formatlarında sorun raporlar üreten/dışa aktaran düğmeler sağlayacaktır,1,1,1,1,1,1,0,1,1
dosya sisteminin Brio kısmı dosyaları elektronik tablo biçiminde aktaran Excel ve formatları) 1-2-3 Lotus dışa aktarabilmelidir. kullanıcı Brio arayüzünde xls veya 123 WCS formatlarında raporlar üreten/dışa (Microsoft düğmeler sağlayacaktır,1,1,1,1,1,1,0,1,1
WCS Brio kısmı elektronik tablo biçiminde (Microsoft Excel ve Lotus 1-2-3 formatları) dışa aktarabilmelidir. Brio kullanıcı arayüzünde xls veya 123 formatlarında raporlar üreten/dışa aktaran düğmeler sağlayacaktır,1,1,1,1,1,1,0,1,1
WCS sistemi CCR kullanıcılarına sunulan mevcut verileri güncellemek için WCS veritabanlarına tekrar (belirli bir günde) sorgular çalıştırmalıdır. bilgi yenilemesi için harici veritabanlarına haftada bir kez sorgu yapılmalıdır,1,1,1,1,1,1,0,1,1
WCS sistemi CCR kullanıcılarına sunulan mevcut verileri güncellemek için WCS veritabanlarına tekrar (belirli bir günde) iptal et biçim sorgular çalıştırmalıdır. Veri temin et yenilemesi için harici veritabanlarına haftada bir kez malıdır sorgu yapılmalıdır,1,1,1,1,1,1,0,1,1
WCS sistemi CCR kullanıcılarına sunulan sorgular verileri güncellemek (belirli WCS veritabanlarına tekrar yenilemesi bir günde) mevcut kez Veri için için harici veritabanlarına haftada bir çalıştırmalıdır. sorgu yapılmalıdır,1,1,1,1,1,1,0,1,1
WCS sistemi kullanıcılarına sunulan mevcut verileri güncellemek için WCS veritabanlarına tekrar (belirli bir sorgular çalıştırmalıdır. Veri yenilemesi için harici veritabanlarına haftada bir kez sorgu yapılmalıdır,1,1,1,1,1,1,0,1,1
WCS sistemindeki tüm değişiklikler güncellemeler ve eklemeler WCS Geliştirici ve WCS kişi Kılavuzlarında güncellenmelidir. Her değişiklik WCS yazılım belgelerine yansıtılmalıdır,1,1,1,1,1,1,1,1,0
WCS sistemindeki tüm değişiklikler güncellemeler ve eklemeler WCS Geliştirici ve WCS Kullanıcı Kılavuzlarında güncellenmelidir. oturum açma Her değişiklik WCS gönder denetle sistem belgelerine yansıtılmalıdır,1,1,1,1,1,1,1,1,0
Sisteme yalnızca yetkili Kurumsal Topluluk Hibeleri (CCR) çalışanları erişebilmelidir. Kullanıcılar IBM intranet çalışan adı ve şifreleri kullanılarak kimlik doğrulamasından geçirilmelidir,1,1,1,1,1,1,1,1,0
Sisteme yalnızca yetkili bul Kurumsal Topluluk Hibeleri zaman (CCR) kod çalışanları erişebilmelidir. Kullanıcılar IBM intranet kullanıcı adı ve şifreleri kullanılarak kimlik doğrulamasından geçirilmelidir,1,1,1,1,1,1,1,1,0
WCS sistemi hiçbir kullanıcının otomatik oturum açmasına onay vermemelidir. Bir operatör hakkında WCS oturum açma bilgilerini içeren çerezler kullanıcının bilgisayarında saklanmayacaktır,1,1,1,1,1,1,0,1,0
platform WCS sistemi hiçbir kullanıcının üret otomatik oturum açmasına izin vermemelidir. Bir kullanıcı doğrula hakkında WCS oturum açma bilgilerini içeren çerezler kullanıcının bilgisayarında saklanmayacaktır,1,1,1,1,1,1,0,1,0
WCS sistemi hiçbir kullanıcının bilgilerini oturum açmasına izin vermemelidir. Bir çerezler hakkında WCS oturum açma otomatik saklanmayacaktır kullanıcı kullanıcının bilgisayarında içeren,1,1,1,1,1,1,0,1,0
WCS sistemi hiçbir kullanıcının otomatik oturum izin vermemelidir. Bir kullanıcı hakkında WCS oturum açma bilgilerini kullanıcının bilgisayarında saklanmayacaktır,1,1,1,1,1,1,0,1,0
Her takım sahibinin takım sahibi sayfasına ulaşmak için kimlik doğrulamasından geçmesi için bir kişi adı ve kimlik bilgisi kullanması gerekecektir,1,1,1,1,1,1,1,1,0
Her takım sahibinin takım sahibi sayfasına ulaşmak için kimlik doğrulamasından geçmesi için bir kullanıcı program adı ve bitir şifre kullanması gerekecektir,1,1,1,1,1,1,1,1,0
Komiser lig başına lig ayarlarını düzenlemek için yetkili tek operatör olacaktır,1,1,1,1,1,1,1,1,0
Komiser lig başına lig ayarlarını düzenlemek için yetkili tek ver kullanıcı olacaktır,1,1,1,1,1,1,1,1,0
Her sayfa mevcut sayfanın içinde bulunduğu dizini uygula gösteren bir gezinme menüsü içermelidir,1,1,1,1,1,1,1,1,0
Her sayfa eylem öğelerinin bir konumda ve gezinme düğmelerinin farklı bir konumda olduğu benzer bir şablon içermelidir,1,1,1,1,1,1,1,1,0
Her sayfa eylem öğelerinin bir üret konumda ve gezinme düğmelerinin istisna farklı bir konumda olduğu benzer bir format içermelidir,1,1,1,1,1,1,1,1,0
uyarı panosu lig sayfasında en son gönderilen 5 mesajı içermelidir. Mesajlar mesajın ilk 150 karakterine kadar içerecektir,1,1,1,1,1,1,0,1,1
Mesaj panosu biçim lig sayfasında en son gönderilen 5 mesajı içermelidir. Mesajlar mesajın arıza ilk 150 karakterine kadar içerecektir,1,1,1,1,1,1,0,1,1
Mesaj panosu son sayfasında en lig gönderilen Mesajlar mesajı içermelidir. 5 mesajın ilk 150 karakterine kadar içerecektir,1,1,1,1,1,1,0,1,1
Mesaj panosu lig sayfasında en son gönderilen 5 mesajı içermelidir. Mesajlar mesajın ilk karakterine kadar içerecektir,1,1,1,1,1,1,0,1,1
Yeni bir çalışan başlangıç sayfasına ulaştıktan sonra 30 saniye içinde lig ve takım sayfalarında gezinebilmelidir,1,1,1,1,1,1,1,1,1
Kullanıcılar takım sahibinin sayfasından oyuncu ekle bırak ve takas et sayfalarına bir tıklamayla ulaşabilmelidir,1,1,1,1,1,1,1,1,1
Kullanıcılar her sayfada en az 25 NFL oyuncu istatistiği ve puanı görüntüleyebilmelidir,1,1,1,1,1,1,1,1,1
sistem eylemi gerçekleştirmeden önce kullanıcıdan oyuncu bırakmayı veya oyuncu takasını onaylamasını istemelidir,1,1,1,1,1,1,1,1,0
Uygulama eylemi inceleme gerçekleştirmeden önce kullanıcıdan oyuncu bırakmayı veya oyuncu takasını onaylamasını istemelidir,1,1,1,1,1,1,1,1,0
sistem ağ üzerinden talebi aldıktan sonra her operatör işlemini dörtte bir saniye içinde tamamlayabilmelidir,1,1,1,1,1,1,1,1,1
sistem yılda en fazla 10 dakikalık kesinti süresine sahip olmalıdır,1,1,1,1,1,1,1,1,1
program bir web uygulama sunucusunda çalışmalıdır,1,1,1,1,1,1,1,1,0
depola Uygulama bir web uygulama sunucusunda çalışmalıdır,1,1,1,1,1,1,1,1,0
Uyuşmazlık uygulaması içinde bir ekrandan diğerine gezinen bir kişi için maksimum bekleme süresi 5 saniyeden fazla olmamalıdır,1,1,1,1,1,1,1,1,1
Uyuşmazlık uygulaması uygulamada etkinlik düşüşü olmaksızın 350 eşzamanlı kullanıcıyı desteklemelidir,1,1,1,1,1,1,1,1,1
Uyuşmazlık savunma uygulaması aşağıdaki planlı bakım pencereleri hariç 7/24/365 kullanılabilir olmalıdır. Pazartesi Cumartesi 3,1,0,1,1,1,1,1,1,1
Uyuşmazlık bakım aşağıdaki planlı uygulaması pencereleri hariç 7/24/365 kullanılabilir olmalıdır. Pazartesi Cumartesi 3,1,0,1,1,1,1,1,1,1
Uyuşmazlık aşağıdaki planlı bakım pencereleri hariç kullanılabilir olmalıdır. Cumartesi 3,1,0,1,1,1,1,1,1,1
Uyuşmazlık uygulaması Ekstre ambar ile kullanıcı arabirimi oluşturmalıdır. Ekstre depo Uyuşmazlık Sistemine işlem detaylarını sağlar. Tüm işlem detayları Ekstre Veritabanından alınmalıdır,1,1,1,1,1,1,0,1,0
Uyuşmazlık uygulaması Ekstre Veritabanı ara ile arayüz oluşturmalıdır. Ekstre Veritabanı Uyuşmazlık Sistemine işlem detaylarını sağlar. Tüm işlem ayrıcalık doğrula detayları Ekstre Veritabanından alınmalıdır,1,1,1,1,1,1,0,1,0
Uyuşmazlık uygulaması Ekstre Veritabanı ile arayüz oluşturmalıdır. Ekstre Veritabanı Uyuşmazlık Sistemine işlem detaylarını Veritabanından alınmalıdır işlem Ekstre detayları sağlar. Tüm,1,1,1,1,1,1,0,1,0
Uyuşmazlık uygulaması Ekstre Veritabanı ile arayüz oluşturmalıdır. Ekstre Uyuşmazlık Sistemine işlem detaylarını Tüm işlem detayları Veritabanından alınmalıdır,1,1,1,1,1,1,0,1,0
Aktif kullanıcılar için önbelleğe alınmış verileri depolamak üzere birincil bir veri tabanı kullanılacaktır,1,1,1,1,1,1,1,1,0
giriş Aktif kullanıcılar için önbelleğe alınmış verileri depolamak üzere birincil bir veritabanı kullanılacaktır,1,1,1,1,1,1,1,1,0
platform %95 çalışma süresine ulaşmalıdır,1,1,1,1,1,1,1,1,1
yazılım profesyonel bir görünüme sahip olmalıdır,1,0,1,1,1,1,1,0,0
Sistem profesyonel bir doğrula görünüme sahip olmalıdır,1,0,1,1,1,1,1,0,0
Sistem profesyonel bir sahip görünüme olmalıdır,1,0,1,1,1,1,1,0,0
Ürün tutarlı bir renk şemasına ve yazı tiplerine sahip olmalıdır izleme,1,1,1,1,1,1,1,1,0
uygulama emlakçılar tarafından eğitim olmadan kullanılmalıdır,1,1,1,1,1,1,1,1,0
Sistem emlakçılar tarafından eğitim olmadan kullanılmalıdır yetkili,1,1,1,1,1,1,1,1,0
platform sezgisel ve kendini açıklayıcı olmalıdır,1,0,1,1,1,1,1,0,0
Sistem sezgisel ve kendini açıklayıcı periyot olmalıdır,1,0,1,1,1,1,1,0,0
