Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"Ürün hücum oyuncusunun bir isabeti daha önce batmış olarak işaretlenmemiş savunma oyuncusunun gemilerinin sonuncusunu batırmakla sonuçlandığında oyunu bitirmelidir",1,1,1,1,1,1,1,1,0
"Ürün bir oyuncunun oyun sırasında herhangi bir zamanda oyunu bitirmesine izin vermelidir",1,1,1,1,1,1,1,1,0
"Bir oyun bittiğinde ürün oyunculara oyunun bittiğini bildirmelidir",1,1,1,1,1,1,1,1,0
"Oyun bitişi bildirimi oyunun neden bittiğini içerecektir (yani bir oyuncu oyunu kazandı veya bir oyuncu oyunu bitirdi)",1,1,1,1,1,1,1,1,0
"Bir oyun bittiğinde ürün her oyuncunun kendini oyuncular listesinde mevcut bir oyuncu olarak tanımlamasına izin vermelidir",1,1,1,1,1,1,1,1,0
"Bir oyun bittiğinde ürün her oyuncunun kendini oyuncular listesinden kaldırmasına izin vermelidir",1,1,1,1,1,1,1,1,0
"Sistem arayanlar ve süpervizörler tarafından kullanımı kolay olmalıdır. Arayanlar ve süpervizörler herhangi bir sistem görevini 2 dakika içinde gerçekleştirebilmelidir",1,1,1,1,1,1,0,1,1
"Sistem arayanlar ve süpervizörler tarafından öğrenilmesi kolay olmalıdır. Arayanlar ve süpervizörler sistemi 10 dakika içinde nasıl kullanacaklarını öğrenmelidir",1,1,1,1,1,1,0,1,1
"Sistem yanıt verici olmalıdır. DePaul TeleServices Merkezi'nde bir süpervizör bir arayanın programını görüntülemek için sistemi kullandığında sistem yanıt süresi zamanın %90'ında 2 saniyeden fazla olmamalı ve zamanın geri kalanında 5 saniyeden fazla olmamalıdır",1,1,1,1,1,1,0,1,1
"56k bağlantısında tüm işlemler için sistem yanıt süresi zamanın %90'ında 6 saniyeden fazla olmamalıdır",1,1,1,1,1,1,1,1,1
"112k veya daha hızlı bağlantıda tüm işlemler için sistem yanıt süresi zamanın %90'ında 3 saniyeden fazla olmamalıdır",1,1,1,1,1,1,1,1,1
"Sistem yılın her günü yüksek kullanılabilirliğe sahip olmalıdır. Sistem 12 ile kullanıma sunulmalıdır",1,0,1,1,1,1,1,1,1
"Sistem 7 ile kullanıma sunulmalıdır",1,0,1,1,1,1,1,1,0
"Ürün internet tarayıcısından bağımsız olmalıdır. Ürün Internet Explorer ve Netscape Navigator kullanarak çalışmalıdır",1,1,1,1,1,1,0,1,1
"Ürün yalnızca süpervizörlerin boş zaman dilimlerini ilan edebilmesini sağlamalıdır. Ürün süpervizörlerin boş zaman dilimlerini ilan etmeye erişmelerine izin verilmesini sağlamalıdır",1,1,1,1,1,1,0,1,0
"Ürün yalnızca süpervizörlerin bir arayanın programını girebilmesini sağlamalıdır. Ürün süpervizörlerin boş zaman dilimlerini ilan etmeye erişmelerine izin verilmesini sağlamalıdır",1,1,1,1,1,1,0,1,0
"Ürün yalnızca süpervizörlerin tüm arayanların programını görüntüleyebilmesini sağlamalıdır. Ürün süpervizörlerin boş zaman dilimlerini ilan etmeye erişmelerine izin verilmesini sağlamalıdır",1,1,1,1,1,1,0,1,0
"Arayüz basit bir görünüme sahip olmalıdır. Arayüz ve kullanılabilirlik anketinde beta test kullanıcılarının %90'ı arayüzün yeterince basit olduğunu bildirmelidir",1,1,1,1,1,1,0,1,1
"Arayüz arayanlara ve süpervizörlere çekici gelmelidir. Arayüz ve kullanılabilirlik anketinde beta test kullanıcılarının %80'i arayüzün çekici olduğunu bildirmelidir",1,1,1,1,1,1,0,1,1
"Ürün GUI tabanlı İzleme Hizmetleri sağlamalıdır. Sistem Yöneticileri mesaj alışverişlerini izlemeli sorunları tahmin edip belirlemeli ve ayrıca dahili ve harici destek sağlamalıdır",1,1,1,1,1,1,0,1,0
"Ürün Chicago Şehri Uygulama Geliştirme Kılavuzu Çerçevesine uymalıdır. Uygulama Geliştirme Çerçevesi yapılandırılmış Grafiksel Kullanıcı Arayüzü sağlayacaktır",1,1,1,1,1,1,0,1,0
"Ürün İzleme Hizmetleri sağlamalıdır. Ürün Sistem Yöneticileri ve DBA'ların iki haftalık kullanımdan sonra kullanması kolay olmalıdır",1,1,1,1,1,1,0,1,1
"Ürün Hata İzleme Hizmetleri sağlamalıdır. Ürün Sistem Yöneticileri ve DBA'ların zamanın %99'unda işlem hatalarını çözmesine yardımcı olmalıdır",1,1,1,1,1,1,0,1,1
"Ürün Portallar sağlamalıdır. Ürün Sistem Yöneticilerinin geçici raporlama ve KPI'lar (Anahtar Performans Göstergeleri) ile işlemleri analiz etmesine yardımcı olmalıdır",1,1,1,1,1,1,0,1,0
"Ürün Eşzamansız Mesajlaşma sağlamalıdır. Ürün paralel işlemeyi etkinleştirmek ve iletişimdeki ek yükü azaltmak için eşzamansız mesajlaşma sağlamalıdır",1,1,1,1,1,1,0,1,0
"Ürün Çoklu İş Parçacığı ve Yük Dengeleme sağlamalıdır. Ürün veri yükü zirvelerini ve trafiği aşmak için çoklu iş parçacığı teknolojisinin yanı sıra yük dengeleme sağlamalıdır",1,1,1,1,1,1,0,1,0
"Ürün mesajları 2 saniye içinde işlemelidir. Ürün maksimum 2 saniyelik mesaj işleme süresine sahip olmalıdır",1,1,1,1,1,1,0,1,1
"Ürün her saniye mesajlar için sistemi yoklamalıdır. Ürün yeni mesajlar için en fazla 1 saniyede bir sistemi yoklamalıdır",1,1,1,1,1,1,0,1,1
"Ürün Dinamik Değişiklik Desteği ve Şeffaf kaynak ekleme sağlamalıdır. Ürün ölçeklenebilirlik sağlamak ve 1 günden fazla hizmet kesintilerinden kaçınmak için Şeffaf Kaynak ekleme ve Dinamik Değişiklik desteğini desteklemelidir",1,1,1,1,1,1,0,1,1
"Ürün zamanın %99'unda kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün sağlam olmalıdır. Ürün standart benimsemeye dayalı hata önlemeye sahip olmalıdır",1,0,1,1,1,1,0,0,0
"Ürün hata toleransıyla sağlam olmalıdır. Ürün kurtarma tekniği telafi edici işlem ve arızalar etrafında yönlendirme kullanarak hata toleransına sahip olmalıdır",1,1,1,1,1,1,0,1,0
"Ürün tüm işlemleri işleyebilmelidir. Ürün yılda minimum 1 milyon işlemi işlemelidir",1,1,1,1,1,1,0,1,1
"Ürün platformdan bağımsız olmalıdır. Ürün her tür geliştirme ortamına ve platformuna erişimi mümkün kılmalıdır",1,1,1,1,1,1,0,1,0
"Ürün CSR ve Datastream ile arayüz oluşturmalıdır. Ürün iki sistem arasında herhangi bir doğrudan arayüz olmaksızın CSR ile EAM arasında gerçek zamanlı olarak mesaj alışverişi yapmalıdır",1,1,1,1,1,1,0,1,0
"Ürün yükseltme değişiklik veya yeni kaynak ekleme sırasında çalışmaya devam etmelidir. Ürün yeni kaynak eklemeleri nedeniyle hizmette kesinti olmaksızın çalışmaya devam edebilmelidir",1,1,1,1,1,1,0,1,0
"Ürün düzenli olarak güncellenmelidir. Ürün her altı ayda bir yeni bir ana özellik sunacak ve her altı ayda bir üç aylık bakım sürümlerine sahip olacaktır",1,1,1,1,1,1,0,1,1
"Ürün her platformda çalışmalıdır. Ürün mimarisinde herhangi bir değişiklik olmaksızın her yeni teknolojiyi barındırmalıdır",1,0,1,1,0,1,1,0,0
"Ürün güvenliğe sahip olmalıdır. Ürün kimlik doğrulama ve yetkilendirme sağlamalıdır",1,0,1,1,1,1,0,0,0
"Ürün bilgi Güvenliğine sahip olmalıdır. Ürün şifreleme WS-Security ve Bütünlük Kontrolü ile gizliliği mümkün kılmalıdır",1,1,1,1,1,1,0,1,0
"Ürün denetim yeteneklerine sahip olmalıdır. Ürün denetim ve işlem izleme amaçları için mesajları minimum bir yıl depolamalıdır",1,1,1,1,1,1,1,1,1
"Sistem IBM ve CCR marka standartlarını kullanmalıdır. Arayüz bir IBM logosu ve bir CCR logosuna sahip olmalıdır",1,1,1,1,1,1,0,1,1
"Sistem bir CCR kullanıcısının sahip olabileceği herhangi bir iş bilgisayarında görüntülenebilir olmalıdır. Sistem arayüzü 800 x 600 piksel çözünürlükte görüntülemek için biçimlendirilmelidir",1,1,1,1,1,1,0,1,1
"Sistem arayüzü CCR terminolojisi kullanacaktır. Sistem mevcut WCS sisteminde ve raporlarında kullanılan terminolojiyi kullanmalıdır",1,1,1,1,1,1,1,1,0
"Arayüz verileri CCR yönetimine çekici gelecek şekilde özetlemelidir. Her rapor türünün sonuç panosunda/arayüzünde gösterilen en az bir üst düzey özeti olmalıdır",1,1,1,1,1,1,1,1,0
"Sistem işaret ve tıklama arayüzü kullanmalıdır. Tüm seçim ve gezinme işlevselliğinin %100'ü fare veya klavye ile etkinleştirilebilir/seçilebilir olmalıdır",1,1,1,1,1,1,0,1,1
"Arayüz kullanımı kolay olmalıdır. Kullanıcıların %90'ı ilk kullanımlarında rapor oluşturmak için sistemi başarıyla kullanabilmelidir. Arayüz IBM kullanılabilirlik standartlarına uymalıdır",1,1,1,1,1,1,0,1,1
"Raporların oluşturulması kolay olmalıdır. Raporlar bir düğme tıklamasında oluşturulmalı ve (raporu seçtikten sonra) bir düğme tıklamasında dışa aktarılmalıdır",1,1,1,1,1,1,0,1,1
"Kullanıcı kısa bir süre sonra talimat olmadan sistemi kullanabilmelidir. Bir kullanımdan sonra kullanıcı sistem kullanımının ve gezinmesinin %90'ını anlamalı ve hatırlamalıdır",1,1,1,1,1,1,0,1,1
"Tüm CCR kullanıcıları WCS sistemi dağıtılmadan önce eğitim almalıdır. Sistem dağıtımından önce CCR kullanıcılarının %100'ü için bir eğitim oturumu düzenlenecektir (bir CCR kullanıcısının müsait olmasına bağlı olarak)",1,1,1,1,1,1,0,1,1
"WCS sistemi Kurumsal Topluluk Hibeleri organizasyonu tarafından tanımlandığı şekilde uygun terminoloji ve terminoloji kullanmalıdır. Tüm arayüzler ve raporlar CCR kullanıcıları tarafından kullanılabilirlik testlerinden geçecektir",1,1,1,1,1,1,0,1,0
"WCS sistemi IBM'in dahili intraneti W3 erişilebilir olduğu sürece her zaman kullanılabilir olmalıdır. WCS sistemi IBM'in dahili intraneti W3'ün kullanılabilir olduğu zamanın %95'inde kullanılabilir olacaktır",1,1,1,1,1,1,0,1,1
"WCS sistemi şu anda sisteme dahil edilmeyen diğer belirlenmiş WCS veritabanlarını bağlama yeteneğine sahip olmalıdır",1,1,1,1,1,1,1,1,0
"WCS sistemi CCR yönetimi tarafından onaylanırsa Amerika Birleşik Devletleri dışındaki bölgeler için veri içerme ve Amerika Birleşik Devletleri dışındaki kullanıcılar tarafından erişilme yeteneğine sahip olmalıdır",1,1,1,1,1,1,1,1,0
"WCS sistemi Windows ortamında çalıştırılmalıdır. WCS kullanıcılar tarafından Windows 2000 veya üstü işletim sistemi çalıştıran bir IBM bilgisayarında İnternet üzerinden erişilecektir",1,1,1,1,1,1,0,1,1
"WCS sisteminin Brio kısmı dosyaları elektronik tablo biçiminde (Microsoft Excel ve Lotus 1-2-3 formatları) dışa aktarabilmelidir. Brio kullanıcı arayüzünde xls veya 123 dosya formatlarında raporlar üreten/dışa aktaran düğmeler sağlayacaktır",1,1,1,1,1,1,0,1,1
"WCS sistemi CCR kullanıcılarına sunulan mevcut verileri güncellemek için WCS veritabanlarına tekrar (belirli bir günde) sorgular çalıştırmalıdır. Veri yenilemesi için harici veritabanlarına haftada bir kez sorgu yapılmalıdır",1,1,1,1,1,1,0,1,1
"WCS sistemindeki tüm değişiklikler güncellemeler ve eklemeler WCS Geliştirici ve WCS Kullanıcı Kılavuzlarında güncellenmelidir. Her değişiklik WCS sistem belgelerine yansıtılmalıdır",1,1,1,1,1,1,1,1,0
"Sisteme yalnızca yetkili Kurumsal Topluluk Hibeleri (CCR) çalışanları erişebilmelidir. Kullanıcılar IBM intranet kullanıcı adı ve şifreleri kullanılarak kimlik doğrulamasından geçirilmelidir",1,1,1,1,1,1,1,1,0
"WCS sistemi hiçbir kullanıcının otomatik oturum açmasına izin vermemelidir. Bir kullanıcı hakkında WCS oturum açma bilgilerini içeren çerezler kullanıcının bilgisayarında saklanmayacaktır",1,1,1,1,1,1,0,1,0
"Her takım sahibinin takım sahibi sayfasına ulaşmak için kimlik doğrulamasından geçmesi için bir kullanıcı adı ve şifre kullanması gerekecektir",1,1,1,1,1,1,1,1,0
"Komiser lig başına lig ayarlarını düzenlemek için yetkili tek kullanıcı olacaktır",1,1,1,1,1,1,1,1,0
"Her sayfa mevcut sayfanın içinde bulunduğu dizini gösteren bir gezinme menüsü içermelidir",1,1,1,1,1,1,1,1,0
"Her sayfa eylem öğelerinin bir konumda ve gezinme düğmelerinin farklı bir konumda olduğu benzer bir format içermelidir",1,1,1,1,1,1,1,1,0
"Mesaj panosu lig sayfasında en son gönderilen 5 mesajı içermelidir. Mesajlar mesajın ilk 150 karakterine kadar içerecektir",1,1,1,1,1,1,0,1,1
"Yeni bir kullanıcı başlangıç sayfasına ulaştıktan sonra 30 saniye içinde lig ve takım sayfalarında gezinebilmelidir",1,1,1,1,1,1,1,1,1
"Kullanıcılar takım sahibinin sayfasından oyuncu ekle bırak ve takas et sayfalarına bir tıklamayla ulaşabilmelidir",1,1,1,1,1,1,1,1,1
"Kullanıcılar her sayfada en az 25 NFL oyuncu istatistiği ve puanı görüntüleyebilmelidir",1,1,1,1,1,1,1,1,1
"Uygulama eylemi gerçekleştirmeden önce kullanıcıdan oyuncu bırakmayı veya oyuncu takasını onaylamasını istemelidir",1,1,1,1,1,1,1,1,0
"Uygulama ağ üzerinden talebi aldıktan sonra her kullanıcı işlemini dörtte bir saniye içinde tamamlayabilmelidir",1,1,1,1,1,1,1,1,1
"Uygulama yılda en fazla 10 dakikalık kesinti süresine sahip olmalıdır",1,1,1,1,1,1,1,1,1
"Uygulama bir web uygulama sunucusunda çalışmalıdır",1,1,1,1,1,1,1,1,0
"Uyuşmazlık uygulaması içinde bir ekrandan diğerine gezinen bir kullanıcı için maksimum bekleme süresi 5 saniyeden fazla olmamalıdır",1,1,1,1,1,1,1,1,1
"Uyuşmazlık uygulaması uygulamada performans düşüşü olmaksızın 350 eşzamanlı kullanıcıyı desteklemelidir",1,1,1,1,1,1,1,1,1
"Uyuşmazlık uygulaması aşağıdaki planlı bakım pencereleri hariç 7/24/365 kullanılabilir olmalıdır. Pazartesi Cumartesi 3",1,0,1,1,1,1,1,1,1
"Uyuşmazlık uygulaması Ekstre Veritabanı ile arayüz oluşturmalıdır. Ekstre Veritabanı Uyuşmazlık Sistemine işlem detaylarını sağlar. Tüm işlem detayları Ekstre Veritabanından alınmalıdır",1,1,1,1,1,1,0,1,0
"Aktif kullanıcılar için önbelleğe alınmış verileri depolamak üzere birincil bir veritabanı kullanılacaktır",1,1,1,1,1,1,1,1,0
"Sistem %95 çalışma süresine ulaşmalıdır",1,1,1,1,1,1,1,1,1
"Sistem profesyonel bir görünüme sahip olmalıdır",1,0,1,1,1,1,1,0,0
"Ürün tutarlı bir renk şemasına ve yazı tiplerine sahip olmalıdır",1,1,1,1,1,1,1,1,0
"Sistem emlakçılar tarafından eğitim olmadan kullanılmalıdır",1,1,1,1,1,1,1,1,0
"Sistem sezgisel ve kendini açıklayıcı olmalıdır",1,0,1,1,1,1,1,0,0
"Ürün bir emlakçının öğrenmesi kolay olmalıdır",1,0,1,1,1,1,1,0,0
"Ürün emlakçı topluluğu tarafından doğal olarak anlaşılabilir semboller ve kelimeler kullanmalıdır",1,1,1,1,1,1,1,1,0
"Ürün arama sonuçlarını kabul edilebilir bir sürede üretmelidir",1,0,1,1,1,1,1,0,0
"Arama sonuçları kullanıcı arama kriterlerini girdikten en geç 30 saniye sonra döndürülmelidir",1,1,1,1,1,1,1,1,1
"Ürün bir CMA raporunu kabul edilebilir bir sürede oluşturmalıdır",1,0,1,1,1,1,1,0,0
"CMA raporu kullanıcı CMA rapor kriterlerini girdikten en geç 60 saniye sonra döndürülmelidir",1,1,1,1,1,1,1,1,1
"Ürün kişileri ve randevuları kabul edilebilir bir sürede senkronize etmelidir",1,0,1,1,1,1,1,0,0
"Ürün her saat ofis sistemiyle senkronize olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün yılda 365 gün günde 24 saat kullanıma sunulmalıdır",1,1,1,1,1,1,1,1,1
"Sisteme 1000 erişimden sistem 999 kez kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün internet bağlantısı kullanılamadığında çevrimdışı modda çalışmalıdır",1,1,1,1,1,1,1,1,0
"Ürün kullanıcının önceden indirilmiş arama sonuçlarını CMA raporlarını ve randevuları görüntülemesine izin vermelidir",1,1,1,1,1,1,1,1,0
"Ürün bir hata durumunda kullanıcı tercihlerini korumalıdır",1,1,1,1,1,1,1,1,0
"Kaydedilmiş kullanıcı tercihlerinin %100'ü sistem tekrar çevrimiçi olduğunda geri yüklenmelidir",1,1,1,1,1,1,1,1,1
"Ürün birden fazla uzak kullanıcıyı destekleyebilmelidir",1,1,1,1,1,1,1,1,0
"Ürün 1000 eşzamanlı kullanıcıyı destekleyebilmelidir",1,1,1,1,1,1,1,1,1
"Ürün mevcut 1000 kullanıcıyı idare edebilmelidir. Bu sayının önümüzdeki yıl içinde 5 kat artması bekleniyor",1,1,1,1,1,1,0,1,1
"Ürün eğitimsiz bir emlakçı tarafından ayrı basılı talimatlara başvurmadan kurulmalıdır",1,1,1,1,1,1,1,1,0
"Eğitimsiz emlakçıların %90'ı ürünü basılı talimatlar olmadan cihazlarına kurabilmelidir",1,1,1,1,1,1,1,1,1
"Ürünün Windows CE ve Palm işletim sistemlerinde çalışması beklenmektedir",1,1,1,1,1,1,1,1,1
"Yalnızca kayıtlı emlakçılar sisteme erişebilmelidir",1,1,1,1,1,1,1,1,0
"Sistemin her kullanıcısı kimliği doğrulanmalı ve yetkilendirilmelidir",1,1,1,1,1,1,1,1,0
"Ürün verilerinin yanlış veri girişinden korunmasını sağlamalıdır",1,1,1,1,1,1,1,1,0
"Sistem bir emlak acentesinin MLS bilgilerini sorgulamasına izin vermelidir",1,1,1,1,1,1,1,1,0
"Kullanıcı seçilen bir mülke sürüş talimatları alabilmelidir",1,1,1,1,1,1,1,1,0
"Kullanıcı müşteriler için randevuları ve iletişim bilgilerini indirebilmelidir",1,1,1,1,1,1,1,1,0
"Sistem arama sonuçlarında net mülk görüntüleri görüntülemelidir",1,1,1,1,1,1,1,1,0
"Sistem mesai saatleri boyunca tüm kullanıcı isteklerini/kullanımını idare edebilmelidir",1,1,1,1,1,1,1,1,0
"Sistem 09:00 ile 17:00 arası 10 eşzamanlı kullanıcıya hizmet vermelidir",1,1,1,1,1,1,1,1,1
"Sistem önümüzdeki 10 yıl için hemşirelik öğrencilerinin ve sınıflarının %100'ünü işleyebilmelidir",1,1,1,1,1,1,1,1,1
"Sistemin minimum 5 yıl hemşirelik programı müfredatını ve sınıf/klinik planlamasını yönetmesi beklenmelidir",1,1,1,1,1,1,1,1,1
"Sistem DePaul Üniversitesi Hemşirelik Bölümüne özgü bir iş ofisi ortamında çalışabilmelidir",1,1,1,1,1,1,1,1,0
"Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri tarafından kullanılan bilgisayarlar tarafından tanımlanan özellikler dahilinde kullanılmalıdır",1,1,1,1,1,1,1,1,0
"Geçmiş istatistikleri ve verileri depolamak için ikincil bir veritabanı kullanılacaktır",1,1,1,1,1,1,1,1,0
"Sistem randevu planlamak için satıcıyı veya alıcıyı arayabilmelidir",1,1,1,1,1,1,1,1,0
"Emlakçı ofis sistemiyle otomatik senkronizasyondan sonra yeni müşteri randevularından haberdar edilmelidir",1,1,1,1,1,1,1,1,0
"Emlakçı belirli bir alan için mülk konumlarını gösteren bir harita alabilmelidir",1,1,1,1,1,1,1,1,0
"Sistem bir satıcı veya alıcı randevu talebine yanıt verdiğinde emlakçıyı bilgilendirmelidir",1,1,1,1,1,1,1,1,0
"Ürün kullanıcının mülk arama sonuçlarını kaydetmesine izin vermelidir",1,1,1,1,1,1,1,1,0
"Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri tarafından kullanımı kolay olmalıdır",1,1,1,1,1,1,1,1,0
"Tüm kullanıcılar bir günlük eğitimden sonra sistemi kullanabilmelidir",1,1,1,1,1,1,1,1,1
"Sistem kullanıcının hemşirelik öğrencileri için sınıf ve klinikleri planlarken hata yapmasını önlemesine yardımcı olmalıdır",1,1,1,1,1,1,1,1,0
"Öğrenciler tarafından not edilen hataların sayısı ilk yıl %50 azaltılmalıdır",1,1,1,1,1,1,1,1,1
"Sistem Program Yöneticileri/Hemşirelik Personel Üyeleri için sezgisel olmalıdır",1,0,1,1,1,1,1,0,0
"Program Yöneticileri/Hemşirelik Personel Üyelerinin 3'te 2'si sınıf ve kliniklerin planlamasını yönetmek için sistemi başarıyla kullanabilmelidir",1,1,1,1,1,1,1,1,1
"Sistem kullanıcı topluluğu tarafından doğal olarak anlaşılabilir semboller ve kelimeler kullanmalıdır",1,1,1,1,1,1,1,1,0
"Sistem içinde kullanılan ifadeler Standart İngilizce ve ulusal Hemşirelik Topluluğunun terminolojisiyle tutarlı olmalıdır",1,1,1,1,1,1,1,1,0
"Personel üyeleri bir dizi görevi zamanında tamamlayabilmelidir",1,0,1,1,1,1,1,0,0
"Genel öğrenci yönetimi görevlerinin yanıt süresi 5 saniyeden uzun sürmemeli ve program oluşturma yanıt süresi 30 saniyeden uzun sürmemelidir",1,1,1,1,1,1,0,1,1
"Sistem sabah 8 ile akşam 6 saatleri arasında kullanıma sunulmalıdır",1,1,1,1,1,1,1,1,1
"Sistem Windows XP Professional işletim sistemi içinde çalışmalıdır",1,1,1,1,1,1,1,1,1
"Sistem CampusConnect merkezi sunucusuyla arayüz oluşturmalıdır",1,1,1,1,1,1,1,1,0
"Sistem fakülte merkezi sunucusuyla arayüz oluşturmalıdır",1,1,1,1,1,1,1,1,0
"Sistem öğrenci ana sunucusuyla arayüz oluşturmalıdır",1,1,1,1,1,1,1,1,0
"Herhangi bir HTML tarayıcısıyla arayüz oluşturabilmeliyiz",1,1,1,1,1,1,1,1,0
"Yalnızca yetkili kullanıcılar klinik site bilgilerine erişebilmelidir",1,1,1,1,1,1,1,1,0
"Program Yöneticileri/Hemşirelik Personel Üyeleri klinik site detaylarına erişebilecek tek kişilerdir",1,1,1,1,1,1,1,1,0
"Yalnızca yetkili kullanıcılar öğrencilerin kişisel bilgilerine erişebilmelidir",1,1,1,1,1,1,1,1,0
"Dr Susan Poslusny ve Dr Julie Donalek öğrencilerin kişisel bilgilerine erişebilecek tek kişilerdir",1,1,1,1,1,1,1,1,0
"Yalnızca yetkili kullanıcılar CampusConnect ile arayüz oluşturan sistem bölümüne erişebilmelidir",1,1,1,1,1,1,1,1,0
"Uygunluk Kriteri",0,0,0,0,0,0,1,0,0
"Sistem yanlış veya geçersiz veri girişi olasılığını azaltmak için temel veri bütünlüğü kontrolüne sahip olmalıdır",1,1,1,1,1,1,1,1,0
"Sistem kuruluşun bilgi politikasına uygun olarak özel bilgileri korumalıdır",1,1,1,1,1,1,1,1,0
"Sistem kötü niyetli müdahaleden mümkün olduğunca güvenli olacak şekilde inşa edilmelidir",1,0,1,1,1,1,1,0,0
"Sistem kendisine yönelik tehditleri izlemeye yardımcı olmak için kuruluşun standart virüs koruma yazılımını kullanmalıdır",1,1,1,1,1,1,1,1,0
"Bir kohort bölüm tarafından sunulan bir Çalışma Programı ile ilişkilendirilmelidir",1,1,1,1,1,1,1,1,0
"Program Yöneticileri ve Hemşirelik Personel Üyeleri bir kohorta öğrenci listesi ekleyebilmelidir",1,1,1,1,1,1,1,1,0
"Program Yöneticileri ve Hemşirelik Personel Üyeleri bir kohorta tek bir öğrenci ekleyebilmelidir",1,1,1,1,1,1,1,1,0
"Bir kohorta eklenen öğrenciler kohortun Çalışma Programı için uygun olmalıdır",1,1,1,1,1,1,1,1,0
"Program Yöneticileri ve Hemşirelik Personel Üyeleri belirli bir kohort için tercih edilen sınıf sırasını belirleyebilmelidir",1,1,1,1,1,1,1,1,0
"Bir kohort için bir sıra içindeki her sınıf için Program Yöneticileri ve Hemşirelik Personel Üyeleri o sınıfın hangi çeyrekte sunulacağını belirleyebilmelidir",1,1,1,1,1,1,1,1,0
"Program Yöneticileri ve Hemşirelik Personel Üyeleri bir sınıf sırasına yeni sınıflar ekleyebilmelidir",1,1,1,1,1,1,1,1,0
"Uygulama güncellemeleri NFL sezonunun ortasında Çarşamba sabahı CST 03:00 ile 06:00 arasında gerçekleşmelidir",1,1,1,1,1,1,1,1,1
"Yeni Sistem sürüm sürümleri her NFL sezonunun başında yayınlanmalıdır",1,1,1,1,1,1,1,1,1
"Sistem Sync Matrix 1.0 ve Exercise Management Tool 1.0 uygulamalarından verileri görüntülemelidir",1,1,1,1,1,1,1,1,0
"Sistem Etkinlikleri değişiklikler için Sync Matrix 1.0 veya Exercise Management Tool 1.0 uygulamalarına geri bağlamalıdır",1,1,1,1,1,1,1,1,0
"Sistem görüntünün değiştirilmesine izin vermelidir",1,0,1,1,1,1,1,0,0
"Sistem egzersizdeki tüm Etkinliklerin görüntüsünü sunmalıdır",1,1,1,1,1,1,1,1,0
"Sistem verileri filtrelemelidir",1,0,1,1,1,1,1,0,0
"Sistem kullanıcının zaman dilimlerini tanımlamasına izin vermelidir",1,1,1,1,1,1,1,1,0
"Sistem yerel ve egzersiz zamanını ayrı saatlerde görüntülemelidir",1,1,1,1,1,1,1,1,0
"Sistem veri yenilemesini duraklatma ve devam ettirme yeteneği sunmalıdır",1,1,1,1,1,1,1,1,0
"Sistem Etkinlik veya Olay gerçek ile varsayılan zaman için grafikler sağlamalıdır",1,1,1,1,1,1,1,1,0
"RFS sistemi özellikle bütçeleme döneminde 7/24 kullanılabilir olmalıdır. RFS sistemi tüm yıl zamanın %90'ında ve bütçeleme döneminde %98'inde kullanılabilir olmalıdır. Zamanın %2'sinde sistem durumun bildirildiği andan itibaren 1 saat içinde kullanılabilir hale gelecektir",1,1,1,1,1,1,0,1,1
"Kullanıcı iş istasyonlarının %98'i uygulama öncesinde minimum donanım gereksinimlerini karşılamalıdır",1,0,1,1,1,1,1,1,1
"Kullanıcı iş istasyonlarının %98'i uygulama öncesinde minimum yazılım gereksinimlerini karşılamalıdır",1,1,1,1,1,1,1,1,1
"RFS sistemi verileri yüklemek için BDW ortamıyla kolayca arayüz oluşturabilmelidir. Her yıl bütçeleme sürecinin başlangıcından bir gün önce 3 saat içinde BDW'den 7 veri dosyası alınmalı ve RFS sistemine yüklenmelidir. Veriler Ekim ay sonu itibarıyla olacaktır. Test dosyaları (7) yıl boyunca BDW'den 5 kereye kadar yüklenmelidir",1,1,1,1,1,1,0,1,1
"Gelir ve gider formüllerindeki değişiklikler her yıl bütçeleme süreci başlangıcından önce RFS sistemine uygulanmalıdır. Gelir ve gider formülleri alındıktan sonra bir hafta içinde güncellenecek ardından proje geliştirme ekibi ve PCG Finance tarafından ortaklaşa yürütülecek bütçe hesaplamalarının testine 2 hafta ayrılacaktır",1,1,1,1,1,1,0,1,1
"BDW'ye eklenen yeni şubeler/kompleksler/bölgeler/bölümler ve gelir/gider hesapları RFS sistemine yansıtılmalıdır. Ekim ay sonu itibarıyla mevcut olan varlıkların (yukarıda bahsedilen) %100'ü bütçe başlama sürecinden önce RFS sistemine yüklenecektir",1,1,1,1,1,1,0,1,1
"Yalnızca yetkili kullanıcı RFS sistemine erişmelidir. YALNIZCA UAS sisteminde mevcut olan ve rollerine RFS sistemi atanmış kullanıcılar RFS sistemine erişmeli ve kullanmalıdır",1,1,1,1,1,1,0,1,0
